user_id,book_id,relationship
84033,8525005037,like
84033,8571649944,like
85066,0765340054,like
86137,8586488070,like
87612,1563898780,like
87612,1563898810,like
87765,8532501028,like
87861,85010202,like
88618,8508040822,like
89885,1841952753,like
90279,0141000198,like
90279,0297167626,like
90279,0517584921,like
90279,0553060996,like
90737,8501063509,like
98661,8501049638,like
105315,8586623385,like
107562,8534902844,like
109477,0441569595,like
110199,0671511424,like
111582,8500182342,like
111582,8533201010X,like
111582,857302139X,like
111582,857302335X,like
111582,8585247487,like
120515,0060256656,like
120515,0451519841,like
120515,2234054036,like
120515,226612269X,like
120515,2742705724,like
120515,274273807X,like
120515,8501019437,like
120515,9681500830,like
123001,0425151867,like
124292,8510194300,like
124292,8525002186,like
125746,8501041084,like
125746,8525017655,like
126236,0425166619,like
126236,1567231608,like
126236,8508067976,like
126236,8516009505,like
126236,857164327X,like
126236,8587333240,like
126236,8587333259,like
126236,8587333275,like
126236,8587333283,like
126236,8587333305,like
126236,858733333X,like
128339,8508046030,like
129691,8571644756,like
131353,8525033464,like
131353,8571644950,like
133096,0425157784,like
133096,0451410556,like
133096,0671004107,like
134719,8515014920,like
135220,8525033472,like
137504,0273631667,like
137504,0875848702,like
138797,8571644576,like
138797,NOTAVAILABLE,like
138987,8501912700,like
140049,8534908036,like
140660,0553263153,like
143044,8571648395,like
144232,CDD869.9308,like
144449,0671689231,like
144449,078688939X,like
144449,1853262986,like
145516,0300076754,like
145516,0735712026,like
145516,0735712506,like
145516,0789723107,like
145516,1565922824,like
145516,1858284422,like
145516,8571648379,like
145556,8521902026,like
149589,0345347951,like
149589,0451457994,like
149589,1567231608,like
150108,1573531111,like
150108,8571648395,like
150208,0140028420,like
150729,850105321X,like
153157,8574795631,like
153192,8574210226,like
153937,8500801190,like
154472,0440204887,like
154472,850105321X,like
154679,0375414517,like
154679,0684867672,like
154679,85.326.18456,like
154679,8500007974,like
154679,8500009713,like
154679,8501060445,like
154679,8508040016,like
154679,8508040830,like
154679,8521902247,like
154679,8526238426,like
154679,8532506240,like
154679,8573211415,like
154679,8587791052,like
154679,958704049X,like
156081,8571645809,like
156222,8500912596,like
156222,853250888X,like
156222,8532513735,like
156222,8573023384,like
156662,8520903177,like
156790,850062406X,like
156790,8535902023,like
156821,8501915505,like
156824,8572820922,like
156826,0140140352,like
156826,046087439X,like
156826,0553272543,like
156826,2070530663,like
156900,8589665011,like
158407,8533613350,like
158758,8571648972,like
159372,858542821X,like
161251,853590249X,like
163973,006101141X,like
163973,0061030155,like
163973,0061043508,like
163973,0061092827,like
163973,0061093343,like
163973,0099315602,like
163973,0312924801,like
163973,0312927746,like
163973,0312951426,like
163973,0312958129,like
163973,0312959834,like
163973,0312978383,like
163973,0312984618,like
163973,0345302613,like
163973,034532532X,like
163973,0345365259,like
163973,0345365283,like
163973,0345374568,like
163973,034538184X,like
163973,0345387554,like
163973,0345394267,like
163973,034540498X,like
163973,0345418840,like
163973,0345446666,like
163973,0380698625,like
163973,0380700247,like
163973,0380710218,like
163973,0380713292,like
163973,0380713608,like
163973,0380717018,like
163973,0380718332,like
163973,0380718340,like
163973,0380720477,like
163973,0380732661,like
163973,0380790025,like
163973,0380798468,like
163973,0425109720,like
163973,0425126064,like
163973,0425133540,like
163973,0425154092,like
163973,0425163407,like
163973,0425172546,like
163973,0425174018,like
163973,0425182908,like
163973,0440102804,like
163973,0440120500,like
163973,0440135842,like
163973,0440139244,like
163973,0440153271,like
163973,0440202043,like
163973,0440202515,like
163973,0440204194,like
163973,0440208459,like
163973,0440215196,like
163973,0440217490,like
163973,044021873X,like
163973,0440222826,like
163973,0440225817,like
163973,0445406488,like
163973,0446306061,like
163973,0446311774,like
163973,0446327069,like
163973,0446353337,like
163973,0446359750,like
163973,0446359866,like
163973,0446360317,like
163973,0446364622,like
163973,0446603929,like
163973,0446608815,like
163973,0446609781,like
163973,0449000613,like
163973,0449143589,like
163973,0449149005,like
163973,0449207463,like
163973,0449216403,like
163973,0449219364,like
163973,0449219461,like
163973,0449221482,like
163973,0449221504,like
163973,0451159292,like
163973,0451180674,like
163973,0451186338,like
163973,0451204530,like
163973,0451404300,like
163973,0451522753,like
163973,0515087181,like
163973,0515107263,like
163973,0515118559,like
163973,0515120618,like
163973,0515122866,like
163973,0553180851,like
163973,0553251902,like
163973,0553270001,like
163973,0553271636,like
163973,0553272225,like
163973,0553278029,like
163973,0553280368,like
163973,0553283111,like
163973,0553284363,like
163973,0553293915,like
163973,055350326X,like
163973,0553560441,like
163973,0553569031,like
163973,0553572202,like
163973,055357230X,like
163973,0553572512,like
163973,0553576089,like
163973,0671002538,like
163973,0671010387,like
163973,0671027573,like
163973,0671027662,like
163973,0671034006,like
163973,0671443348,like
163973,0671472569,like
163973,0671536192,like
163973,0671636715,like
163973,0671702688,like
163973,0671724126,like
163973,0671785885,like
163973,0671786466,like
163973,067180720X,like
163973,0671867091,like
163973,0679773274,like
163973,0684718634,like
163973,0802730477,like
163973,0804119716,like
163973,0805019375,like
163973,0812507584,like
163973,0812583418,like
163973,0821748564,like
163973,155166528X,like
163973,1575660369,like
164330,8503001063,like
165495,0060934700,like
166589,8508076185,like
166644,8520501826,like
167750,0060929871,like
167750,0140285679,like
167750,0140295569,like
167750,0140482091,like
167750,0380977788,like
167750,1551669218,like
167750,1573223565,like
173561,631951068,like
176180,8585940603,like
176971,8528609226X,like
178300,850050177,like
180350,8571644829,like
180804,8571644187,like
180804,8574023477,like
181193,0064400042,like
181821,0380802090,like
182866,0684867672,like
186394,8521312490,like
186394,8572323104,like
190233,8508064624,like
190233,858816003X,like
193094,2253004359,like
193116,8525406171,like
193166,8574021911,like
193186,850104041X,like
194042,1856194930,like
194076,0140296409,like
198057,857164554X,like
199841,0060953500,like
199841,0446386898,like
199841,0864426224,like
199841,2221066456,like
199841,2266091611,like
199841,8574796409,like
200585,0140481389,like
200585,0140620303,like
200585,0140621288,like
200585,0140621393,like
200585,0140621725,like
200585,0140621733,like
200585,0140621806,like
200585,0140622454,like
200585,0140623035,like
200585,0146001621,like
200585,0345325818,like
200585,0385509456,like
200585,0393312836,like
200585,0393315819,like
200585,0451522699,like
200585,0738203491,like
201075,8571644829,like
202488,01420.0174,like
205705,1410764273,like
209249,8501054429,like
209249,8501065986,like
209249,8532501028,like
210080,8573401192,like
210080,85866737246,like
210083,8500000570,like
210083,8501045535,like
210083,8501067113,like
210083,8572988076,like
210083,857384003X,like
210185,8501063517,like
211181,8535900306,like
211181,8571648816,like
213416,8482643940,like
213416,85.326.2958X,like
213416,8571641498,like
213416,8572342540,like
213416,8573022159,like
214143,8587220675,like
214715,0553210793,like
214715,0553263153,like
216149,8501067113,like
216149,8520501826,like
216373,0140621083,like
216956,8571648395,like
217856,857402032XPUB,like
221117,0316777730,like
221117,1569715025,like
221494,8501068330,like
221494,8529400437,like
221494,8573022396,like
221494,8573123303,like
221494,8574023213,like
221494,8574024082,like
221494,857420336X,like
221494,8585418796,like
221494,8585469781,like
221494,8586075957,like
221787,8501054143,like
222463,8571644829,like
223547,8572325719,like
224087,0160519800,like
228870,8586474339,like
232556,8511181334,like
232556,8526501860,like
234500,8585617020,like
234583,8590298914,like
236506,850105402X,like
236661,8500116951,like
236661,8501041300,like
236661,8508029748,like
236661,8508055587,like
236661,8532216579,like
236661,8571234582,like
236661,858587984X,like
237901,8508067712,like
239437,0330375253,like
244479,8531102340,like
245389,8520903096,like
247121,0375718850,like
249827,8573262532,like
251655,8571647607,like
253121,0440211697,like
256145,8500214678,like
256145,8586522651,like
257150,0553572423,like
257150,8503004798,like
258596,8501155012,like
259064,0440442508,like
259064,0521563305,like
259064,8521902069,like
259064,958704049X,like
259729,8510304297,like
260790,0446360872,like
260790,0446600709,like
261816,8535800212,like
262717,8586280070,like
263192,8533604440,like
265030,8571644950,like
265439,0679877894,like
265439,1565924207,like
265439,8525404683,like
266817,85852470291,like
271677,0582402298,like
271677,8508052995,like
271677,8508057512,like
272008,0060011572,like
272008,0061056774,like
272008,85.254.12333,like
275385,8500008091,like
275385,8521902069,like
275385,8528608204,like
275473,0003701387,like
275473,0894803204,like
275473,1852834609,like
275473,1855018160,like
275473,8502030108,like
275473,8522425256,like
275473,8523000240,like
275473,8571236380,like
275473,8571644756,like
275473,8573023066,like
275473,8573023953,like
275473,857429036X,like
275473,8585450010,like
275473,8586469505,like
275473,9726092345,like
275473,9726092353,like
275580,8501013579,like
